[[-4.9223, -7.8024, 8.261, -6.8435], [-8.3656, 0.4982, -8.1736, -3.9546], [-4.4966, 8.6451, 7.2195, 8.8427], [-4.8675, 8.9291, 5.0865, 9.5871], [-4.0015, 8.8107, 6.0736, 9.684], [-4.9771, -6.9474, 7.9472, -9.8077], [-2.8154, 7.7916, 6.1721, 7.6763], [-9.0952, 0.7753, -8.8316, -3.7971], [-4.4465, -8.3548, 7.9425, -8.0293], [-7.5274, 0.8848, -9.3769, -4.8204]]
0.0000,0.0000,0.0000,0.0000,0.0000,0.0082,0.0000,0.0000,0.3608,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5866,0.0000,0.2177
0.0000,0.0000,0.0000,0.0699,0.3177,0.0000,0.0495,0.0000,0.0000,0.0000
0.0000,0.0000,0.0699,0.0000,0.4173,0.0000,0.0057,0.0000,0.0000,0.0000
0.0000,0.0000,0.3177,0.4173,0.0000,0.0000,0.0390,0.0000,0.0000,0.0000
0.0082,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0664,0.0000
0.0000,0.0000,0.0495,0.0057,0.0390,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.5866,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1485
0.3608,0.0000,0.0000,0.0000,0.0000,0.0664,0.0000,0.0000,0.0000,0.0000
0.0000,0.2177,0.0000,0.0000,0.0000,0.0000,0.0000,0.1485,0.0000,0.0000
