149,447
0.0000,0.0000,0.0000,0.0313,0.8311,0.0000,0.0000,0.0493,0.9139,0.0000,0.0000,0.0276,0.6873,0.0000,0.0000,0.0196,0.7985,0.0000,0.0000,0.1738,0.5857,0.0000,0.0000,0.1281,0.7082,0.0000,0.0000,0.0958,0.7371,0.0000,0.0000,0.0863,0.9753,0.0000,0.0000,0.0593,0.8825,0.0000,0.0000,0.0362,0.8106,0.0000,0.0000,0.1059,0.9900,0.0000,0.0000,0.0431,0.8353,0.0000,0.0000,0.0513,0.8737,0.0000,0.0000,0.0271,0.8607,0.0000,0.0000,0.0250,0.6977,0.0000,0.0000,0.0769,0.9512,0.0000,0.0000,0.0762,0.0003,0.0001,0.0000,0.0305,0.0058,0.0000,0.0008,0.0388,0.0014,0.0001,0.0003,0.0122,0.0120,0.0000,0.0000,0.0319,0.0693,0.0000,0.0000,0.0531,0.0167,0.0000,0.0000,0.0358,0.0018,0.0000,0.0000,0.0092,0.0021,0.0000,0.0000,0.0617,0.0005,0.0000,0.0000,0.0437,0.0739,0.0000,0.0000,0.0317,0.0280,0.0000,0.0001,0.0531,0.0041,0.0000,0.0000,0.0127,0.0204,0.0000,0.0000,0.0261,0.0029,0.0000,0.0002,0.0300,0.0148,0.0000,0.0000,0.0655,0.0064,0.0001,0.0000,0.0599,0.0000,0.0005,0.0000,0.0019,0.0001,0.0000,0.0000,0.0002,0.0072,0.0000,0.0000,0.0010,0.0000,0.0000,0.0000,0.0056,0.0000,0.0003
0.0000,0.0000,0.0000,0.0000,0.0000,0.6126,0.0000,0.0000,0.0000,0.9139,0.0000,0.0000,0.0000,0.9753,0.0000,0.0000,0.0000,0.3946,0.0000,0.0000,0.0000,0.8650,0.0000,0.0000,0.0000,0.7634,0.0000,0.0000,0.0000,0.9185,0.0000,0.0000,0.0000,0.9371,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.5769,0.0000,0.0000,0.0000,0.9560,0.0000,0.0000,0.0000,0.9324,0.0000,0.0000,0.0000,0.6505,0.0000,0.0000,0.0000,0.7118,0.0000,0.0000,0.0000,0.9950,0.0000,0.0000,0.0000,0.0710,0.0000,0.0026,0.0000,0.2080,0.0000,0.0080,0.0000,0.1511,0.0000,0.0030,0.0000,0.4253,0.0000,0.0086,0.0000,0.1119,0.0000,0.0052,0.0000,0.0735,0.0000,0.0046,0.0000,0.1430,0.0000,0.0057,0.0000,0.0963,0.0000,0.0164,0.0000,0.1367,0.0000,0.0038,0.0000,0.0646,0.0000,0.0060,0.0000,0.3829,0.0000,0.0048,0.0000,0.2299,0.0000,0.0046,0.0000,0.0505,0.0000,0.0173,0.0000,0.3104,0.0000,0.0073,0.0000,0.2220,0.0000,0.0037,0.0000,0.3247,0.0000,0.0038,0.0000,0.3946,0.0000,0.0047,0.0000,0.0342,0.0000,0.0053,0.0000,0.0539,0.0000,0.0018,0.0000,0.0106,0.0000,0.0146,0.0000,0.0141,0.0000,0.0158,0.0000,0.0781
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9048,0.0000,0.0000,0.0000,0.9512,0.0000,0.0000,0.0000,0.9371,0.0000,0.0000,0.0000,0.5434,0.0000,0.0000,0.0000,0.5406,0.0000,0.0000,0.0000,0.8146,0.0000,0.0000,0.0000,0.8650,0.0000,0.0000,0.0000,0.7827,0.0000,0.0000,0.0000,0.9371,0.0000,0.0000,0.0000,0.6505,0.0000,0.0000,0.0000,0.6637,0.0000,0.0000,0.0000,0.8825,0.0000,0.0000,0.0000,0.9753,0.0000,0.0000,0.0000,0.8025,0.0000,0.0000,0.0000,0.7788,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000,0.0000,0.0023,0.0000,0.0000,0.0000,0.0011,0.0000,0.0000,0.0000,0.0153,0.0000,0.0000,0.0000,0.0062,0.0000,0.0000,0.0000,0.0024,0.0000,0.0000,0.0000,0.0016,0.0000,0.0000,0.0000,0.0034,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0195,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000,0.0000,0.0095,0.0000,0.0000,0.0000,0.0146,0.0000,0.0000,0.0000,0.0049,0.0000,0.0000,0.0000,0.0859,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0313,0.0000,0.0000,0.0000,0.0088,0.0000,0.0000,0.9465,0.0116,0.0000,0.0000,0.9950,0.0027,0.0000,0.0000,0.9851,0.1054,0.0000,0.0000,0.4211,0.0022,0.0000,0.0000,0.7634,0.0041,0.0000,0.0000,0.8187,0.0260,0.0000,0.0000,0.8825,0.0200,0.0000,0.0000,0.9231,0.0088,0.0000,0.0000,0.9950,0.0050,0.0000,0.0000,0.5434,0.0236,0.0000,0.0000,0.9048,0.0106,0.0000,0.0000,0.9560,0.0122,0.0000,0.0000,0.9753,0.0084,0.0000,0.0000,0.9851,0.0036,0.0000,0.0000,0.8353,0.0158,0.0000,0.0000,0.0047,0.0000,0.0000,0.0000,0.0034,0.0000,0.0000,0.0000,0.1125,0.0000,0.0000,0.0000,0.0537,0.0000,0.0000,0.0000,0.0029,0.0001,0.0000,0.0000,0.0047,0.0000,0.0000,0.0000,0.0313,0.0000,0.0000,0.0000,0.0011,0.0000,0.0000,0.0000,0.0072,0.0000,0.0000,0.0000,0.0047,0.0001,0.0000,0.0000,0.0505,0.0000,0.0000,0.0000,0.0047,0.0000,0.0000,0.0000,0.0059,0.0000,0.0000,0.0000,0.0080,0.0000,0.0000,0.0000,0.1044,0.0000,0.0000,0.0000,0.0140,0.0000,0.0000,0.0000,0.0178,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000
0.8311,0.0000,0.0000,0.0088,0.0000,0.0000,0.0000,0.0135,0.9753,0.0000,0.0000,0.0078,0.9139,0.0000,0.0000,0.0052,0.6250,0.0000,0.0000,0.0559,0.8781,0.0000,0.0000,0.0437,0.9704,0.0000,0.0000,0.0287,0.8521,0.0000,0.0000,0.0319,0.8187,0.0000,0.0000,0.0174,0.9608,0.0000,0.0000,0.0108,0.9003,0.0000,0.0000,0.0314,0.8737,0.0000,0.0000,0.0112,0.9950,0.0000,0.0000,0.0149,0.9900,0.0000,0.0000,0.0068,0.9753,0.0000,0.0000,0.0066,0.9560,0.0000,0.0000,0.0231,0.9560,0.0000,0.0000,0.1313,0.0003,0.0002,0.0000,0.0537,0.0047,0.0000,0.0003,0.0300,0.0013,0.0001,0.0001,0.0102,0.0111,0.0001,0.0000,0.0602,0.0581,0.0000,0.0000,0.0898,0.0127,0.0000,0.0000,0.0402,0.0019,0.0001,0.0000,0.0188,0.0017,0.0000,0.0000,0.0983,0.0004,0.0000,0.0000,0.0732,0.0523,0.0000,0.0000,0.0313,0.0213,0.0000,0.0000,0.0898,0.0049,0.0000,0.0000,0.0189,0.0182,0.0001,0.0000,0.0400,0.0027,0.0001,0.0001,0.0231,0.0111,0.0000,0.0000,0.0916,0.0057,0.0002,0.0000,0.0781,0.0000,0.0017,0.0000,0.0075,0.0000,0.0000,0.0000,0.0012,0.0044,0.0000,0.0000,0.0036,0.0000,0.0001,0.0000,0.0148,0.0000,0.0009
0.0000,0.6126,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3679,0.0000,0.0000,0.0000,0.7371,0.0000,0.0000,0.0000,0.9139,0.0000,0.0000,0.0000,0.8650,0.0000,0.0000,0.0000,0.8781,0.0000,0.0000,0.0000,0.7985,0.0000,0.0000,0.0000,0.8146,0.0000,0.0000,0.0000,0.6126,0.0000,0.0000,0.0000,0.9418,0.0000,0.0000,0.0000,0.7225,0.0000,0.0000,0.0000,0.4025,0.0000,0.0000,0.0000,0.1845,0.0000,0.0000,0.0000,0.8781,0.0000,0.0000,0.0000,0.5684,0.0000,0.0000,0.0000,0.2176,0.0000,0.0004,0.0000,0.1188,0.0000,0.0014,0.0000,0.3042,0.0000,0.0001,0.0000,0.2605,0.0000,0.0005,0.0000,0.0846,0.0000,0.0009,0.0000,0.1703,0.0000,0.0007,0.0000,0.1243,0.0000,0.0005,0.0000,0.1188,0.0000,0.0035,0.0000,0.2231,0.0000,0.0005,0.0000,0.1395,0.0000,0.0010,0.0000,0.2346,0.0000,0.0003,0.0000,0.2466,0.0000,0.0007,0.0000,0.1171,0.0000,0.0023,0.0000,0.2039,0.0000,0.0009,0.0000,0.1930,0.0000,0.0002,0.0000,0.3482,0.0000,0.0004,0.0000,0.1959,0.0000,0.0005,0.0000,0.0319,0.0000,0.0035,0.0000,0.1013,0.0000,0.0019,0.0000,0.0324,0.0000,0.0072,0.0000,0.0303,0.0000,0.0059,0.0000,0.0590
0.0000,0.0000,0.9048,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8958,0.0000,0.0000,0.0000,0.9560,0.0000,0.0000,0.0000,0.4724,0.0000,0.0000,0.0000,0.5194,0.0000,0.0000,0.0000,0.8650,0.0000,0.0000,0.0000,0.9753,0.0000,0.0000,0.0000,0.8311,0.0000,0.0000,0.0000,0.9560,0.0000,0.0000,0.0000,0.6250,0.0000,0.0000,0.0000,0.5769,0.0000,0.0000,0.0000,0.7985,0.0000,0.0000,0.0000,0.9003,0.0000,0.0000,0.0000,0.9608,0.0000,0.0000,0.0000,0.7334,0.0000,0.0000,0.0000,0.0013,0.0000,0.0000,0.0000,0.0078,0.0000,0.0000,0.0000,0.0052,0.0000,0.0000,0.0000,0.0498,0.0000,0.0000,0.0000,0.0193,0.0000,0.0000,0.0000,0.0096,0.0000,0.0000,0.0000,0.0066,0.0000,0.0000,0.0000,0.0112,0.0000,0.0000,0.0000,0.0031,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0576,0.0000,0.0000,0.0000,0.0011,0.0000,0.0000,0.0000,0.0014,0.0000,0.0000,0.0000,0.0316,0.0000,0.0000,0.0000,0.0476,0.0000,0.0000,0.0000,0.0174,0.0000,0.0000,0.0000,0.1836,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.0000
0.0493,0.0000,0.0000,0.9465,0.0135,0.0000,0.0000,0.0000,0.0183,0.0000,0.0000,0.9324,0.0047,0.0000,0.0000,0.9048,0.1347,0.0000,0.0000,0.6005,0.0036,0.0000,0.0000,0.8825,0.0064,0.0000,0.0000,0.9465,0.0339,0.0000,0.0000,0.8781,0.0332,0.0000,0.0000,0.9851,0.0146,0.0000,0.0000,0.9324,0.0089,0.0000,0.0000,0.7225,0.0373,0.0000,0.0000,0.9851,0.0158,0.0000,0.0000,0.9900,0.0186,0.0000,0.0000,0.9704,0.0132,0.0000,0.0000,0.9231,0.0057,0.0000,0.0000,0.9465,0.0250,0.0000,0.0000,0.0039,0.0000,0.0000,0.0000,0.0024,0.0000,0.0000,0.0000,0.0781,0.0000,0.0000,0.0000,0.0324,0.0000,0.0000,0.0000,0.0021,0.0001,0.0000,0.0000,0.0037,0.0000,0.0000,0.0000,0.0213,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0056,0.0000,0.0000,0.0000,0.0035,0.0002,0.0000,0.0000,0.0337,0.0000,0.0000,0.0000,0.0037,0.0000,0.0000,0.0000,0.0037,0.0000,0.0000,0.0000,0.0054,0.0000,0.0000,0.0000,0.0703,0.0000,0.0000,0.0000,0.0106,0.0000,0.0000,0.0000,0.0132,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000
0.9139,0.0000,0.0000,0.0116,0.9753,0.0000,0.0000,0.0183,0.0000,0.0000,0.0000,0.0102,0.8825,0.0000,0.0000,0.0069,0.6670,0.0000,0.0000,0.0750,0.7985,0.0000,0.0000,0.0559,0.9185,0.0000,0.0000,0.0386,0.7985,0.0000,0.0000,0.0388,0.9185,0.0000,0.0000,0.0229,0.9753,0.0000,0.0000,0.0140,0.9231,0.0000,0.0000,0.0422,0.9512,0.0000,0.0000,0.0154,0.9704,0.0000,0.0000,0.0196,0.9753,0.0000,0.0000,0.0094,0.9900,0.0000,0.0000,0.0089,0.9139,0.0000,0.0000,0.0303,0.9900,0.0000,0.0000,0.1081,0.0005,0.0002,0.0000,0.0433,0.0073,0.0000,0.0006,0.0299,0.0020,0.0001,0.0002,0.0098,0.0161,0.0001,0.0000,0.0471,0.0813,0.0000,0.0000,0.0739,0.0194,0.0000,0.0000,0.0358,0.0028,0.0001,0.0000,0.0143,0.0027,0.0000,0.0000,0.0817,0.0007,0.0000,0.0000,0.0602,0.0769,0.0000,0.0000,0.0287,0.0319,0.0000,0.0001,0.0739,0.0067,0.0000,0.0000,0.0155,0.0263,0.0001,0.0000,0.0325,0.0041,0.0000,0.0001,0.0229,0.0171,0.0000,0.0000,0.0785,0.0085,0.0002,0.0000,0.0682,0.0000,0.0012,0.0000,0.0050,0.0001,0.0000,0.0000,0.0007,0.0074,0.0000,0.0000,0.0024,0.0000,0.0001,0.0000,0.0108,0.0001,0.0006
0.0000,0.9139,0.0000,0.0000,0.0000,0.3679,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8146,0.0000,0.0000,0.0000,0.2039,0.0000,0.0000,0.0000,0.6408,0.0000,0.0000,0.0000,0.5326,0.0000,0.0000,0.0000,0.7225,0.0000,0.0000,0.0000,0.7371,0.0000,0.0000,0.0000,0.9139,0.0000,0.0000,0.0000,0.3465,0.0000,0.0000,0.0000,0.7985,0.0000,0.0000,0.0000,0.9900,0.0000,0.0000,0.0000,0.8270,0.0000,0.0000,0.0000,0.4819,0.0000,0.0000,0.0000,0.9371,0.0000,0.0000,0.0000,0.0325,0.0000,0.0041,0.0000,0.1959,0.0000,0.0125,0.0000,0.0829,0.0000,0.0080,0.0000,0.3887,0.0000,0.0217,0.0000,0.0935,0.0000,0.0081,0.0000,0.0380,0.0000,0.0074,0.0000,0.1125,0.0000,0.0124,0.0000,0.0652,0.0000,0.0235,0.0000,0.0821,0.0000,0.0064,0.0000,0.0344,0.0000,0.0098,0.0000,0.3499,0.0000,0.0114,0.0000,0.1653,0.0000,0.0074,0.0000,0.0261,0.0000,0.0307,0.0000,0.2753,0.0000,0.0132,0.0000,0.1746,0.0000,0.0099,0.0000,0.2334,0.0000,0.0071,0.0000,0.3946,0.0000,0.0090,0.0000,0.0261,0.0000,0.0047,0.0000,0.0305,0.0000,0.0013,0.0000,0.0048,0.0000,0.0146,0.0000,0.0075,0.0000,0.0178,0.0000,0.0652
